date,header,rating,aircraft,type_of_traveller,seat_type,route,date_flown,seat_comfort,cabin_staff_service,food_&_beverages,ground_service,wifi_&_connectivity,value_for_money,recommended,inflight_entertainment,verified_status,review_content,textblob_sentiment,vader_sentiment,rating_sentiment,year,departure,departure_country,arrival,arrival_country,via,is_domestic
2019-11-27,never recommend this airline,1,Not informed,Couple Leisure,Economy Class,Auckland to Rotorua,November 2019,1.0,-1.0,-1.0,1.0,-1.0,1.0,False,-1.0,False,"Auckland to Rotorua. Flight cancelled. Confusion at check-in desk ,finally solved into a minibus with trailer for suitcases. The worst bus ride I have had in my life 3 hours of bouncing. No alternative offered and no compensation. Arrived at destination with the contents of my suitcase wet from continual rain all the way to destination. Would never recommend this airline.",Negative,Negative,Negative,2019,auckland,NZ,rotorua,NZ,,True
2019-11-25,yet again cancelled a flight,1,Not informed,Solo Leisure,Economy Class,Auckland to Palmerston North,November 2019,-1.0,-1.0,-1.0,1.0,-1.0,1.0,False,-1.0,True,"Auckland to Palmerston North. 0/10 rating as anger doesn't sum up how I was left feeling when Air NZ yet again cancelled a flight with no alternative than to stay in Auckland over night and arrive home at 4pm due to no other available flights. Guess stuff the passengers who have commitments and no one to assist. How about they put their profits back into the company and update the national fleet as frequent cancelled flights due to engineering problems is a joke.  I managed to book Air Chathams 5 mins before they departed as I needed to get home. No problem, amazing pilot and staff. Air NZ you could do with learning customer service from them, the good old kiwi way!",Positive,Negative,Negative,2019,auckland,NZ,palmerston north,NZ,,True
2019-11-15,I was selected to be downgraded,1,Boeing 777 200,Family Leisure,Premium Economy,Auckland to San Francisco,November 2019,1.0,2.0,1.0,1.0,-1.0,1.0,False,2.0,False,"Auckland to San Francisco. I was told at boarding that there was a change from the 777 300 to the 777 200 so my paid Business 3A seat was cancelled and I was now in premium economy. I was not told why I was selected to be downgraded. I had no choice but to board or to offload. Premium economy passengers were moved to economy for several business passengers to go to premium economy. If I’m in seat 3A and the plane holds less passengers in business, then shouldn’t those in now non-existing seats be moved? Someone else was sitting in my 3A business class seat. So upset. There was no warning or notice as this was done just at boarding even though they knew this was an issue for hours. Some people didn’t fly at all. I feel sorry for those who are on the return flight who will suffer the same shock. Bad bad bad air NZ!",Negative,Negative,Negative,2019,auckland,NZ,san francisco,US,,False
2019-10-27,not many alternatives,6,Boeing 787-9,Business,Business Class,Auckland to Adelaide,October 2019,2.0,5.0,2.0,5.0,-1.0,2.0,True,2.0,True,"Auckland to Adelaide. Full flight in economy and premium economy, but Business had a few empty seats. Staff in business class was attentive and friendlyt. Service level is usually not the problem with Air NZ. The business class seat is still probably one of the worst hardware in the industry for its price. Facing away from the window, seat is harder than most of the business seats, also the seat is not spacious enough, i am 185cm tall and i was unable to fully stretch my legs. The entertainment system and hardware is showing a bit of age, as most other airlines are starting to have similar size screens for premium economy and economy sometimes. Also i dont understand why did Air NZ install the screen on the side of the seat, which means the passenger cant really watch the screen during take off and landing? Food was ok, nothing to be excited about. Guess i would still recommend because there are not many alternatives.",Positive,Positive,Neutral,2019,auckland,NZ,adelaide,AU,,False
2019-10-25,Very good service,7,Not informed,Business,Economy Class,Gold Coast to Christchurch,October 2019,4.0,4.0,4.0,3.0,-1.0,3.0,True,3.0,False,"Very good service. Had 3 fights in September - October, Gold Coast to Christchurch. Disappointed that Sunday fight has been now discontinued. Gold Coast to Christchurch arrive too late. Bring back a more realistic time schedule.",Positive,Negative,Neutral,2019,gold coast,AU,christchurch,NZ,,False
2019-10-20,I appreciate your care,8,ATR72,Business,Economy Class,Auckland to Palmerston North,October 2019,2.0,4.0,3.0,3.0,-1.0,2.0,True,-1.0,False,"I want to record my thanks and appreciation to the pilot of NZ5123 Auckland to Palmerston North, Thursday 17 Oct 2019 and the two hostesses on duty. Our flight was approx. 30 mins into the journey and returned to AKL, the engineers verified the plane was grounded and we disembarked into the terminal. Despite the disruption and waiting time, a replacement aircraft was located and we reboarded to learn that the two hostesses had agreed to complete their journey with us and spend an unplanned overnight stay in Palmerston North. On arrival the pilot alighted firstly and stood to greet us all on the ground. I appreciate your care in keeping us safe, thank you.",Positive,Positive,Positive,2019,auckland,NZ,palmerston north,NZ,,True
2019-10-19,a long but enjoyable trip,10,Boeing 777,Couple Leisure,Economy Class,Los Angeles to Melbourne via Auckland,October 2019,3.0,5.0,4.0,4.0,4.0,4.0,True,4.0,True,"Los Angeles to Melbourne via Auckland. My wife and I were travelling to attend a medical science conference from Toronto and we chose to travel with Air New Zealand because of reasonably good reviews and some feedback from friends. This was the first time we have travelled in Air New Zealand. I was very impressed by the service and the quality of the aircraft. It is understood that the economy seats would be not as comfortable as premium economy or business class as in any airline, but they were acceptable. Each seat has a power outlet which allowed me to do some work during the long flight. The entertainment was good and the screens were good quality. The availability of free wifi through the long flight was a bonus and appreciated.  The food was of good quality.  The flight attendants were friendly and appeared to enjoy their work and were genuine in their interactions. I was very impressed by Air New Zealand, and I will certainly fly again. Thank you for a long but enjoyable trip.",Positive,Positive,Positive,2019,los angeles,US,melbourne,AU,Auckland,False
2019-10-15,We were very disappointed,2,Boeing 777-300 ER,Couple Leisure,Business Class,Los Angeles to Auckland,October 2019,2.0,1.0,1.0,1.0,-1.0,1.0,False,1.0,True,"Los Angeles to Auckland. We travel every year from Auckland to Heathrow return in business class . We stopped using Air New Zealand about 6 years ago due to consistently poor service. In October we decided to book an Air New Zealand flight to see if anything had improved and if they were a viable option for our next trip. We were very disappointed. We flew from Los Angeles to Auckland in a Boeing 777 that had been converted to very cramped herring bone style seats that could be laid flat by the staff but not by the passenger. We were unable to sit together due to the sardine like layout. The few staff were brusque and in fact downright rude. My request for a soft drink and later coffee were denied by angry staff who said they only wanted the meal order . The ""supper service"" was rushed and the food very average. Not enough water and drinks were available throughout the flight. After the supper service the staff vanished until the breakfast service just before landing. There was one toilet available for a whole cabin full of business passengers. There was nothing ""business premium"" about the accommodation or the service. I have had more comfortable Economy flights. Feedback has been given via the Air NZ website but there has been no response.",Negative,Negative,Negative,2019,los angeles,US,auckland,NZ,,False
2019-10-13,the most unpleasant experience,1,Not informed,Couple Leisure,Economy Class,Sydney to Auckland,October 2019,3.0,2.0,2.0,1.0,-1.0,1.0,False,2.0,True,"Flying with Air New Zealand was the most unpleasant experience that I've ever had with an airline in my many years of travel. I chose to pay much more for a flight to have it direct from Sydney to Rarotonga as I'm pregnant and I want to spend as little time as possible flying. The first flight from Brisbane to Sydney was delayed and it resulted in me losing the next flight from Sydney to Rarotonga. At Sydney airport the staff were very poor in their communication and were completely unwilling to address our dissatisfaction and dismissed us by saying hat they can't do anything about it. They paid for a cheap hotel overnight and said that the food and transport from the airport was on me and would not fund this. They changed my route for the next day from Sydney to aUCKLAND  and then Rarotonga. This was all beyond my control. I paid a high price for the best direct route and now had to travelled from the worst as they didn't give any other option. I tried to talk to 3 different people from Air New Zealand and the only thing they said is that they can't do anything about it because delays happen. Interesting is that when it is in the other foot there is no way to answer the same way right? If we need to change a flight after one day of the purchase we already have to pay a crazy fee, we can never be late, we can never complain about anything. If Air New Zealand wanted at least to try to be decent with their clients knowing that situation etc the minimum they could do is to offer a upgrade in the flight (as I was utterly exhausted, already lost $1000 in one night's accommodation in the Cook Islands, one whole day of my holiday, car transfer, food, shuttle etc) but not even that. This is disgusting and I wouldn't recommend it for anyone. I will never fly air new Zealand again. I could not be more frustrated. How can a company be so dismissive of a customer that has a genuine complaint and has every right to be upset.",Positive,Negative,Negative,2019,sydney,AU,auckland,NZ,,False
2019-10-11,embarrassment to New Zealand,1,Not informed,Business,Economy Class,Palmerston North to Wellington,October 2019,1.0,1.0,1.0,1.0,-1.0,1.0,False,-1.0,True,Palmerston North to Wellington. How this awful airline continues to win awards is beyond me! The check in staff are a extremely lacking any form of professionalism or intelligence. The staff onboard are as dated as the aircraft itself which is often dirty and unkept. They give out plastic cups which they fill with $1 bottles of water for goodness sake! Even EasyJet isn’t stooping that low. The airfares are overpriced and the routes are lacking. Overall one of the worse airlines I’ve had the misfortune of using. Absolutely an embarrassment to New Zealand and I feel very sorry for the locals who are forced to use the airline as it’s the only one they have,Negative,Negative,Negative,2019,palmerston north,NZ,wellington,NZ,,True
2019-10-07,lack of allergy-friendly food,3,Not informed,Family Leisure,Economy Class,Auckland to Sydney,October 2019,2.0,2.0,1.0,2.0,1.0,2.0,False,3.0,True,"Auckland to Sydney. My review is about their food service, While booking the flight I looked at their ‘special meals’ as I have an allergy to nuts however found that there is no option for a non-tree nut meal however they said no peanuts are used. While onboard my flight when the food came around I then asked the flight attendant which meal had nuts in it I was then replied with an “I don’t know” I then said I had a nut allergy and she again asked me which meal I wanted without giving me any insight to the ingredients of these meals. I am disappointed and shocked by the lack of concern by the flight attendant as my nut allergy leads to me going into anaphylaxis and the lack of allergy-friendly food options as I was also told by the flight attendant around 5 other people asked about the use of nuts in their food. The website leaves a large grey area of whether or not the food is safe for people with allergies as when it says peanut friendly they leave out all of the tree nuts used. Because I paid for “The Works” under the impression the meals were allergy-friendly I am disappointed in the customer service and lack of knowledge received by the flight attendants.",Negative,Negative,Negative,2019,auckland,NZ,sydney,AU,,False
2019-09-29,food and service were horrible,1,Not informed,Couple Leisure,Economy Class,Hong Kong to Auckland,September 2019,1.0,1.0,1.0,1.0,1.0,1.0,False,1.0,False,Hong Kong to Auckland. Horrible crew. Hostile and not accomodating.  The crew took long time to bring water more than 15 minutes. I told them the family and children behind me was kicking me and bang my head. The chief of the crew said he can't do anything. He went on to say since I am not happy asked me not to fly with Air New Zealand. He was unsympathetic and double standard. He changed the seat of the girl seated by the window as he said she couldn't sleep due to me. The food and service were horrible.,Negative,Negative,Negative,2019,hong kong,HK,auckland,NZ,,False
2019-09-24,Really disappointed,4,Not informed,Business,Economy Class,Auckland to Wellington,September 2019,1.0,2.0,3.0,3.0,3.0,4.0,False,3.0,True,"Auckland to Wellington. Really disappointed with Air New Zealand. They charge significantly more than Jetstar and position themselves as having better service and reliability. But fail on both counts. Main issues I’ve had are: Refusing to let me check in ahead of time (without giving an explanation), Forcing high transfer fees even in exceptional circumstances (public health Emergency). You can’t act like a cheap airline and charge like a first class one.",Positive,Negative,Neutral,2019,auckland,NZ,wellington,NZ,,True
2019-09-23,they seem to disappoint continuously now,1,Not informed,Business,Economy Class,Auckland to Chicago,September 2019,1.0,1.0,-1.0,1.0,-1.0,1.0,False,1.0,True,"I’m ready to be done with Air New Zealand. I fly a lot and they seem to disappoint continuously now. Last month they cancelled my Hong Kong flight when other airlines were flying no problem and they don’t answer the phone number they provide to provide any limited help in sorting out new flights. Today I’m flying to Chicago and stuck in the last row seats that don’t recline for 15 hours. Those seats should not be sold because of the extreme discomfort for such long periods. Every Air NZ worker I spoke to (3) agreed the seats don’t recline. Agreed I won’t be able to watch TV because the person in front will be too close and the result? Told it is too bad by all 3. Sick of the poor service and no personal care. Sick of trying to support my national airline and getting stuck with cancelled flights, extra fees, and useless help. Rather spend more money and fly a better airline like Singapore Airlines from now on.",Positive,Negative,Negative,2019,auckland,NZ,chicago,US,,False
2019-09-23,same as low cost budget airlines,2,Not informed,Business,Economy Class,Melbourne to Auckland,September 2019,1.0,1.0,-1.0,1.0,1.0,1.0,False,1.0,False,"Melbourne to Auckland. Paid $610 return for flight with air NZ on seat and bag , compared on the same route and date to Jetstar price was cheaper at $499 seat and bag, Qantas $545 and virgin Australia $550 seat bag plus free meal and entertainment. Flight was delayed over 1 hour, no food or drinks to compensate for delay. Movie cost extra $10 for old releases. This is the third time this year I flew with Air New Zealand  and all out of three were delayed. This airline is now on the same row as low cost budget airlines like Jetstar or Tigerair.",Positive,Negative,Negative,2019,melbourne,AU,auckland,NZ,,False
2019-09-19,leather seats were nice,10,A321Neo,Family Leisure,Economy Class,Gold Coast to Christchurch,April 2019,5.0,5.0,5.0,5.0,5.0,5.0,True,5.0,False,"Gold Coast to Christchurch. Amazing IFE, so new and fresh. Plush leather seats were nice. Wifi Connectivity was great on this flight. Hopefully, more aircraft have wifi like this. The Cabin crew were nice, pilots were really nice and let me look around the cockpit.",Positive,Positive,Positive,2019,gold coast,AU,christchurch,NZ,,False
2019-09-18,Great Cabin service,10,A320-200,Family Leisure,Economy Class,Christchurch to Gold Coast,April 2019,4.0,5.0,5.0,5.0,-1.0,5.0,True,4.0,False,"Christchurch to Gold Coast. Great airline. Great cabin service. Could do with a bit newer IFE but otherwise amazing. Cabin crew were nice, very chatty, You could get a good meal for the price you paid.",Positive,Positive,Positive,2019,christchurch,NZ,gold coast,AU,,False
2019-09-16,Seats were adequate,8,Not informed,Couple Leisure,Economy Class,Rotorua to Wellington,September 2019,3.0,5.0,4.0,5.0,-1.0,4.0,True,-1.0,False,"Rotorua to Wellington. Staff service was efficient and friendly. Seats were adequate, not much legroom width. Nice cookie time cookie and cup of coffee. Great service with wheelchair assist.",Positive,Positive,Positive,2019,rotorua,NZ,wellington,NZ,,True
2019-09-05,Staff on the flights were fantastic,10,Not informed,Family Leisure,Economy Class,Gold Coast to Chicago via Auckland,August 2019,4.0,5.0,4.0,5.0,-1.0,5.0,True,3.0,False,"I booked flights for my family on this route. We had a further connection from Chicago to Akron. The woman at the desk at the Gold Coast was so helpful and friendly in getting us sorted and informed on how to get our bags all the way to Akron (we had to recheck them when we landed in Chicago, which we weren't told by our booking agent). Staff on the flights, particularly the long haul from Auckland to Chicago, were fantastic. They did everything to be of assistance to us - my wife is pregnant and we were traveling with our 6 month old too.",Positive,Positive,Positive,2019,gold coast,AU,chicago,US,Auckland,False
2019-08-20,Very poor service,1,Not informed,Family Leisure,Economy Class,Melbourne to Queenstown,August 2019,1.0,1.0,-1.0,1.0,-1.0,3.0,False,-1.0,False,Melbourne to Queenstown. Very poor service. Poor self management experience online. Trying to change my ticket on the phone but waited>15 minutes with no response. At the Melbourne airport service said you must call them as we cannot make changes to your ticket. At the end they checked us in all over the aircraft instead of being together. No leg room for tall person. Unfriendly aircrew,Negative,Negative,Negative,2019,melbourne,AU,queenstown,NZ,,False
2019-08-11,"disorganised, terrible communication",1,Not informed,Business,Economy Class,Brisbane to Auckland,August 2019,1.0,1.0,1.0,1.0,1.0,1.0,False,1.0,True,"Brisbane to Auckland. Flight yesterday was canceled after 4 hours took staff to organise accommodation another 3 hours - disorganised, terrible communication and inexperienced. Tried to Cancel accomodation in Auckland, Could Not as too late. Following day new flight - check was nightmare staff hopeless stood around none understood what delays were - told we were on stand bye as not enough seat on plane. Finally got checked in again through customs for 2nd time - flight delayed again this time a further 2 hours.",Negative,Negative,Negative,2019,brisbane,AU,auckland,NZ,,False
2019-08-06,cabin was well set out,10,Not informed,Couple Leisure,Premium Economy,Hong Kong to Auckland,August 2019,5.0,5.0,5.0,5.0,-1.0,5.0,True,5.0,True,"Hong Kong to Auckland. Premium Economy was exactly what it said and more. The separate cabin was well set out, leg rests were adjustable and allowed almost complete lieback. There was plenty of leg room between the seats . The staff were attentive. An icon on the screen allowed one to call a staff member at any time. Extra drinks were available. The on-screen entertainment was varied and meals were excellent. For breakfast before landing we were offered fruit salad and cereals plus youghurt, crackers and cheese, and a main course. I chose the omelette with potatoes and mushrooms and tomato.  I could not fault any of the service from ground staff through to airline staff.",Positive,Positive,Positive,2019,hong kong,HK,auckland,NZ,,False
2019-08-02,a very stressful trip,3,Boeing 777-200 and Boeing 777-300,Couple Leisure,Business Class,Adelaide to San Francisco via Auckland,July 2019,3.0,4.0,2.0,2.0,1.0,1.0,False,1.0,True,"Due to issues with the plane coming from Auckland to Adelaide our flight to Auckland was delayed by several hours thus making it impossible for us to make the connecting Air New Zealand flight to San Francisco. Air New Zealand decided to reassign us to the flight going to LAX (really dislike this airport) instead and put us on a domestic flight in the US to San Francisco. The whole point of us flying Air NZ was because of the direct international flight from Adelaide and getting us to our preferred destination of San Francisco. Our arrival in San Francisco was 5 hours later than expected so we were not able to do anything other than have dinner in our hotel and go to bed as had early morning flight next day of which Air New Zealand were aware. Contacted the airline re compensation of some kind eg an upgrade on return flight but was advised it is not their policy to do this as essentially they had got us to our destination. We did get offered the use of their airport lounge in Auckland on the return trip. It was a very stressful trip over as by time we got through immigration, customs and domestic security in LA we nearly missed the domestic flight (they were closing the gates). Overall every Air New Zealand flight we took was delayed by at least an hour. The on board entertainment was very poor, all old movies. On our flight home from Houston to Auckland (premium economy) one of our screens was not working and could not be fixed so we had to share. Best thing we watched was the online safety message. Food ok but really nothing special.",Positive,Neutral,Negative,2019,adelaide,AU,san francisco,US,Auckland,False
2019-07-23,Was less than happy,5,Not informed,Solo Leisure,Economy Class,Melbourne to Queenstown,July 2019,3.0,4.0,-1.0,3.0,-1.0,3.0,False,-1.0,True,"Melbourne to Queenstown. Initially the staff I dealt with over the phone and in the airport were great, how ever my flight to Queenstown was cancelled, which I was not alerted about via email or text. The group I was travelling with (4 adults and a child) were put on a flight to Sydney (from Adelaide) then to Queenstown the same day, I therefore called Air New Zealand to try to arrange this flight to Sydney in which I was told it was impossible and unlikely they were on this flight as it was with Jetstar, needless to say I didn’t get to Queenstown until the following day which resulted in my lateness for wedding preparations. After this I still had no notifications of my further flights to Queenstown but had to call again late at night to find this information. Was less than happy with the communication from the cancellation to the rebooking of the flight.",Positive,Positive,Neutral,2019,melbourne,AU,queenstown,NZ,,False
2019-07-22,Luckily was upgraded,8,Boeing 777,Business,Business Class,Auckland to Nuku'alofa,July 2019,4.0,5.0,4.0,2.0,1.0,4.0,True,5.0,True,"Auckland to Nuku'alofa. Luckily was upgraded just before boarding. Standard of flight attendants and IFE amazing. Lie-flat function of seat fantastic, only good for sleeping on back, not sideways. Really love the big table, gave me impression. Wine selection was better than the food surprisingly.",Positive,Positive,Positive,2019,auckland,NZ,nuku'alofa,TO,,False
2019-07-12,lack of customer service,2,Not informed,Couple Leisure,Economy Class,Auckland to Nelson,July 2019,3.0,4.0,3.0,1.0,-1.0,1.0,False,-1.0,True,I had to fly from Auckland to Nelson following surgery to my knee. My surgeon had faxed through documents stating that I would need a wheelchair for both getting to the plane in Auckland and getting off the plane in Nelson. I scanned my boarding pass along with my support person's and was assuming that they would have a system in place where it would show an alert to me needing assistance (wheelchair). It did not. My support person spoke to the Air New Zealand staff member regarding use of a wheelchair. She said it's only a short walk (to plane)and left it at that. There was absolutely no pleasantries from her at all. We walked out to the plane (past about 8 wheelchairs!) Which for someone newly on crutches was a long way. We were baffled by her actions and lack of customer service. Getting off the plane in Nelson was the total opposite. A wheelchair was waiting for me at the bottom of the ramp and she pushed me all the way out to the carpark. Guess maybe Auckland lady was having a rough day? Or she is just an awful uncaring person? It's a shame that one person's actions can have such a negative impact.,Negative,Negative,Negative,2019,auckland,NZ,nelson,NZ,,True
2019-07-01,Poor service on this flight,1,Boeing 787-9,Solo Leisure,Economy Class,Singapore to Auckland,June 2019,1.0,1.0,1.0,2.0,-1.0,1.0,False,1.0,True,"Singapore to Auckland on the 787-9. Poor service on this flight. Flight attendants look like they are about to retire and do not represent NZ at all, no style at all. Very dirty plane, air vents haven't been cleaned in ages, see photos. Lights had dirt around them. The window hasn't been cleaned, oily film from someone's hair. USB charging stopped mid-flight. Flight attendants unprofessional and unqualified like others have mentioned. The flight attendants were rude and asked 3 times what I wanted without giving me a chance to respond, gave us an ice cream tub without a spoon? This Airline is nowhere near the quality of Singapore Airlines, Qatar, Emirates. I can safely say I had better service on Jetstar for crying out loud. Meals were substandard similar to southern China airlines plastic cutlery and tasteless food no seasoning at all, however, China Southern is extremely cheap, Air NZ is so overpriced. The seat was uncomfortable not enough lateral thigh support. The Dreamliner is a joke, the 777, A330, 350 and 380 are far more comfortable planes. A huge difference between Singapore and Air NZ. Singapore ran a drink service every 45 minutes and snacks every other hour. Air NZ, on the other hand, comes every 1.5 hours with plastic cups in one hand and a jug in the other, can tell they are cutting costs. Unfortunately, they codeshare with Singapore however if AIR NZ is offered again on my itinerary I will avoid which means avoiding Singapore Airlines which is Number 1 if it means I have to stay 15 hours for a Singapore flight I would take that any day over Air NZ. Even Qantas, Sri Lankan, and Malaysian Airlines are above Air NZ. The menu, for instance, is announced over the PA no paper menu and no time to hand out hot towels and to think they charge more than their competitors? Inflight entertainment is average route map is very basic. No WIFI. Nothing to recommend here.",Negative,Negative,Negative,2019,singapore,SG,auckland,NZ,,False
2019-06-17,Super comfortable seat,10,Boeing 777,Solo Leisure,Economy Class,Los Angeles to London,January 2019,5.0,4.0,5.0,5.0,5.0,5.0,True,5.0,True,"Los Angeles to London. The best airline I've flown. Super comfortable seat, and I'm 6'2. Best food I've had on a plan.. Free, fast wifi- I could watch Netflix. IFE was pretty good. Crew could've been a bit more friendly. .",Positive,Positive,Positive,2019,los angeles,US,london,US,,False
2019-06-12,very professional and friendly,10,A320,Business,Economy Class,Auckland to Queenstown,June 2019,5.0,5.0,5.0,5.0,-1.0,5.0,True,-1.0,True,"Return flight with our proud flag national airline, beautiful all black silver fern aircraft. Clean and tidy. Flight attendants are very professional and friendly. Departed on time and landed a bit early for both legs. Pilot was able to broadcast a lot of information while in the air to keep us informed such as where we were, what's under and what is the height and temperature et.. Short haul flight with beverage provided, classic cookie time and a cup of hot tea/coffee to keep us warm. Overall perfect.",Positive,Positive,Positive,2019,auckland,NZ,queenstown,NZ,,True
2019-06-08,nightmare like flying experience,1,Not informed,Solo Leisure,Economy Class,Tokyo Narita to Auckland,June 2019,3.0,1.0,4.0,1.0,-1.0,1.0,False,4.0,True,"Tokyo Narita to Auckland. It was the worst nightmare like flying experience ever because of one unqualified and unprofessional flight attendant. My seat was in the first front row where it was closest to the exit and the cabin crew worked. One of flight attendants had kept making offensive comments about passengers from a certain country. She said that passangers from this country  should not be seated in front because they were rude and not smiley. I was Asian looking, not the race she emphasized, but it made me sick and angry. She never stopped complaining until landed and it ruined all the moments that I had wished.",Negative,Negative,Negative,2019,tokyo narita,,auckland,NZ,,False
2019-06-03,a fantastic experience,10,Not informed,Solo Leisure,Business Class,Los Angeles to London Heathrow,May 2019,5.0,5.0,5.0,5.0,-1.0,5.0,True,5.0,True,"I had a fantastic experience with Air New Zealand, flying from Los Angeles to London and back a week later. I needed special assistance with a wheelchair and right from Check-In Air NZ was on top of it. Assistance was provided directly at Check-In, I was brought to the Business Class Lounge and picked up on time before boarding the plane. Bonny C. from Customer Relations took exceptional care of me, made me feel welcomed and made sure I had everything I needed. Bonny even went out of her way and got me a Fast-Pass for my connecting flight in London because my layover was gonna be really short and Heathrow airport is gigantic. In fact - without Bonny's foresight regarding my short layover I would have missed my connection. The flight to London and back was very pleasant. The crew on both flights was incredibly attentive, upbeat, friendly and professional. The food was very good. The plane was nice and clean. I very much appreciated the great service and would fly Air New Zealand anytime again.",Positive,Positive,Positive,2019,los angeles,US,london heathrow,,,False
2019-05-21,probably avoid business class,3,Not informed,Solo Leisure,Business Class,Perth to Houston via Auckland,May 2019,2.0,2.0,2.0,3.0,4.0,2.0,False,3.0,True,"I usually fly Cathay Pacific business across the Pacific so have a point of comparison. Also, I am not a frequent flyer or getting a company trip so pay for the flights myself. Therefore, I expect good quality and service. My flights from Perth to Auckland return (8 hrs): the flight attendants were fabulous, friendly and very attentive. The food was good. The crews' names were offered and the head steward came by to greet us at the outset and thank us at the end of the flight. 2My flights from Houston to Auckland return (13.5 hours): Complete opposite to the Perth-Auckland flights. On both long haul flights the flight attendants were borderline rude and not attentive. Never once got a smile from the female attendant on my Houston-Auckland flight. And, to make matters worse, the food was very poor. The differences between the crews Perth-Auckland vs Auckland-Houston: young and fresh; old and jaded (and I am an older person so it is not an ageist comment). I don't care whether you are at the end of your career, being personable, warm and friendly go a long way. Another annoyance is that the chairs do not convert into a full bed, but need to be constructed by the attendants by lying down a separate mattress. You can NOT comfortable lying down when the beds are not made up as your legs are dangling in midair. There was also subtle pressure both to get the beds arranged and disassembled for the sleep time. The Auckland airport lounge is also very poor: crowded with mediocre food. Cathay Pacific has a lot to show Air New Zealand. Yeah, Air NZ was a bit cheaper, but will probably avoid business class on this airline in the future.",Positive,Negative,Negative,2019,perth,AU,houston,US,Auckland,False
2019-05-21,trip thoroughly enjoyable,10,Boeing 787-9,Solo Leisure,Economy Class,Auckland to Perth,May 2019,5.0,5.0,5.0,5.0,-1.0,5.0,True,5.0,False,"Flight Attendants made my trip thoroughly enjoyable. They greeted me by name and I was attended to well. The inflight meal was just the right size and very tasty. Was asked frequently if I wanted a drink, and water was available at short notice. I was able to spread myself across part of the seat beside me as well, which was great, as my original seat had three of us side by side in an exit row. I was moved back one row. The plane was delayed for a little while as we had delayed connecting flight passengers to wait for. We arrived in Perth a little late, but had made up some time during the flight. The cabin staff were all friendly, well presented and happy to assist. This was my first overseas flight for 28 years and I enjoyed the flight immensely.",Positive,Positive,Positive,2019,auckland,NZ,perth,AU,,False
2019-05-15,better experience than economy,8,ATR 72 / Boeing 777-300,Couple Leisure,Premium Economy,Napier to San Francisco via Auckland,May 2019,3.0,4.0,4.0,5.0,-1.0,4.0,True,5.0,True,"Napier to San Francisco via Auckland. Efficient check-in at Napier with baggage checked in all the way through to SFO. Smooth uneventful flight with usual water, cookie and coffee to AKL, with an effortless breeze through immigration and security at AKL. Koru lounge served its purpose, though I have always found it fairly souls. Views over airport are good, however. No issues with boarding and settled comfortably into seat. Warning! row 24 on Boeing 777-300, has only one window instead of two.No pre-take off drink, though did receive a hot towel and choice between sparkling wine and orange juice shortly after take off. Oddly served in a plastic glass, whereas all further drinks served in glassware. Huge soft pillow, blanket and simple amenity kit were available in the seat. Dinner was extremely tasty with choice of mains and ample pouring of wine. Wife bemoaned the fact there was no Pinot Gris, though the stewardess found a couple of glasses from business class. there were two dedicated toilets, one of which was large by airline standards (located on A/B side of plane) dedicated to Premium economy. IFE was excellent with an extensive ranges of films/TV shows, though whilst the seats were great for a short haul flight, they proved not so comfortable for a haul of 12 hours. This was partly due to the cabin being very hot. The footrest was also a bit of a fiddle to move and store back into place. The majority of passengers were dressed comfortable in track-ants and seemed to nod off with little problem. We must learn from this! One thing Air NZ excels at, is the ability to order additional snacks and drinks through seat back TV screen, Free in Business and Premium Economy, though may cost, depending on fare type in economy. There was no WI-FI on this flight, though free WI-FI was available to all passengers on the return flight. Another major plus for Air AZ. A good breakfast (with the exception of the most revolting cup to tea ever!) prior to landing in SFO. The flight was then spoilt by a two and a half hour queue to get through immigration in the United/Star Alliance Teminal.  All in all, a much better experience than economy and pretty close to business class, bar the seat.",Positive,Positive,Positive,2019,napier,NZ,san francisco,US,Auckland,False
2019-05-07,lounge ridiculously full,2,Not informed,Business,Business Class,Auckland to Melbourne,May 2019,3.0,4.0,3.0,1.0,2.0,2.0,False,3.0,True,Auckland to Melbourne. Selling Lounge tickets at $30? Business class lounge ridiculously full - couldn’t get a seat - 16 mins to get a coffee - no eye contact from staff. I paid full business fair - clearly corporate greed by selling Star Alliance or gold memberships and all the other memberships. I fly business regularly with various airlines and this does not happen - when I spoke to the lady on reception about this she actually agreed that it’s just to full. And she was embarrassed. No exclusivity. Open up a proper business lounge - who ever decided on this policy for the money grab I would fire. On the plane in the air perfect service - on the ground is just poor form.,Positive,Negative,Negative,2019,auckland,NZ,melbourne,AU,,False
2019-05-05,the service was terrible,1,Not informed,Couple Leisure,Premium Economy,Singapore to Auckland,April 2019,3.0,1.0,2.0,3.0,-1.0,2.0,False,4.0,True,"We were regular customers of Air New Zealand. My husband is in the top tier and I am in the second. We flew just recently from Auckland to Singapore return. On the way back the service was terrible. The steward had a problem with us, we really have no idea what it was, he refused to serve us, got his colleague to do it. She was brusque and unfriendly. As we disembarked the steward at the exit door saw us coming and deliberately turned his back. Seriously we were really confused. Anyway wrote to Air New Zealand about this abominable service and to date have not even had a response.",Negative,Negative,Negative,2019,singapore,SG,auckland,NZ,,False
