date,header,rating,type_of_traveller,seat_type,route,date_flown,seat_comfort,cabin_staff_service,food_&_beverages,inflight_entertainment,ground_service,wifi_&_connectivity,value_for_money,recommended,aircraft,verified_status,review_content,combined_content,textblob_sentiment,vader_sentiment,rating_sentiment,year
2016-12-04,crew were merely disinterested,5,Couple Leisure,Economy Class,ADL to CHC via AKL,November 2016,3.0,3.0,3.0,4.0,2.0,-1.0,2.0,False,A320,False,crew were merely disinterested adelaide to auckland then nz553 on to christchurch which is not reviewed in a word everything about the flight was average the best feature was that the flight departed and arrived early the flight crew were not unpleasant merely disinterested service of meal and drinks was slow the meal was only typically airline food with no obvious reference to new zealand the seat was comfortable but knee room seemed somewhat restricted one of the three toilets was out of action leading to queues for the others the entertainment system worked and had a long list of options i have flown on several airlines that i would rate much more highly than air new zealand,"crew were merely disinterested Adelaide to Auckland (then NZ553 on to Christchurch, which is not reviewed). In a word everything about the flight was average. The best feature was that the flight departed and arrived early. The flight crew were not unpleasant, merely disinterested. Service of meal and drinks was slow. The meal was only typically airline food, with no obvious reference to New Zealand. The seat was comfortable but knee room seemed somewhat restricted. One of the three toilets was out of action, leading to queues for the others. The entertainment system worked and had a long list of options. I have flown on several airlines that I would rate much more highly than Air New Zealand",Positive,Positive,Neutral,2016
2016-12-02,the whole flying process was delightful,10,Solo Leisure,Economy Class,CHC to WLG,November 2016,4.0,5.0,4.0,5.0,5.0,-1.0,4.0,True,ATR 72,False,the whole flying process was delightful i must say i was impressed by this airline although i had only two short flights inside new zealand they were both remarkable starting from the checkin process very smooth without any complicated steps done via the mobile site and then obtaining the boarding pass in the app using the checkin clients at the airport to print my own label for the luggage with friendly assistance if needed the whole flying process was delightful there was even a question on the client machine if i would like my boarding pass printed or not because i had it already on the app i said no i find this environmentally friendly then it is the uniforms of the flight attendances maori colourful style and their smile that make you feel welcome it really brings out the kiwi hospitality that everybody talks about both flights landed ahead of schedule and while landing in wellington we did have a lot of turbulences problem known for this airport and the plane was small the pilots made a good job keeping us informed all the time i really enjoyed the security video demonstration they have running right now so original they even serve you hot and cold beverages and a little snack for flights under 1h the seats were comfortable enough and the legroom was decent it really brings the pleasure of flying we are missing right now in europe,"the whole flying process was delightful I must say I was impressed by this airline. Although I had only two short flights inside New Zealand, they were both remarkable. Starting from the Check-In process (very smooth without any complicated steps), done via the mobile site and then obtaining the boarding pass in the App, using the check-in clients at the airport to print my own label for the luggage (with friendly assistance if needed), the whole flying process was delightful. There was even a question on the client machine if I would like my boarding pass printed or not. Because I had it already on the App I said no. I find this environmentally friendly. Then it is the uniforms of the flight attendances (Maori colourful style) and their smile that make you feel welcome. It really brings out the Kiwi hospitality that everybody talks about. Both flights landed ahead of schedule and while landing in Wellington we did have a lot of turbulences (problem known for this airport) and the plane was small, the pilots made a good job keeping us informed all the time. I really enjoyed the security video demonstration they have running right now, so original. They even serve you hot and cold beverages and a little snack for flights under 1h. The seats were comfortable enough and the legroom was decent. It really brings the pleasure of flying we are missing right now in Europe.",Positive,Positive,Positive,2016
2016-11-28,I spent the flight hunched,3,Couple Leisure,Economy Class,AKL to SYD,November 2016,2.0,3.0,-1.0,-1.0,3.0,-1.0,3.0,False,Boeing 777-200,False,i spent the flight hunched just flown auckland to sydney return with air new zealand outbound and return with their partner virgin australia the difference in the level of comfort between the two airlines was remarkable the outward journey with air new zealand was in a boeing 777200 with a 3x4x3 seat configuration my husband and i were in the middle section of the row he on the aisle as we boarded passengers with backpacks were advised to carry the packs in front of them once we were onboard it was evident why this advice was offered the aisles are extremely narrow with the 3x4x3 configuration and my husband needed to make sure his elbow was always tucked in for fear of being hit by the mealdrinks carts or the crew walking up and down the lady next to me spilled into my space she was very plump and there was just not sufficient room to accommodate her size so i spent the flight hunched trying to make myself as small as possible and i am petite to begin with i cannot imagine what it would be like to be on a long haul flight on this aircraft especially as none of the seats in our row reclined coming back with virgin australia was a completely different experience the aircraft was a boeing 737800 a much smaller aircraft with just one central aisle and 3x3 configuration the seats were wider there was more legroom and i did not feel jammed in at all virgin australia is a no frills carrier there are no screens for entertainment or safety videos or flight map although they are happy for you to download a free virgin entertainment app for your laptop or phone but i would gladly forgo the bells and whistles of air new zealand for the comfort of virgin air,"I spent the flight hunched Just flown Auckland to Sydney return, with Air New Zealand outbound and return with their partner Virgin Australia. The difference in the level of comfort between the two airlines was remarkable. The outward journey with Air New Zealand was in a Boeing 777-200 with a 3x4x3 seat configuration. My husband and I were in the middle section of the row, he on the aisle. As we boarded, passengers with backpacks were advised to carry the packs in front of them. Once we were onboard it was evident why this advice was offered. The aisles are extremely narrow with the 3x4x3 configuration and my husband needed to make sure his elbow was always tucked in for fear of being hit by the meal/drinks carts or the crew walking up and down. The lady next to me spilled into my space, she was very plump and there was just not sufficient room to accommodate her size, so I spent the flight hunched trying to make myself as small as possible and I am petite to begin with. I cannot imagine what it would be like to be on a long haul flight on this aircraft, especially as none of the seats in our row reclined. Coming back with Virgin Australia was a completely different experience. The aircraft was a Boeing 737-800, a much smaller aircraft with just one central aisle, and 3x3 configuration. The seats were wider, there was more legroom and I did not feel jammed in at all. Virgin Australia is a no frills carrier. There are no screens for entertainment or safety videos or flight map, (although they are happy for you to download a free Virgin entertainment app for your laptop or phone) but I would gladly forgo the bells and whistles of Air New Zealand for the comfort of Virgin Air.",Positive,Positive,Negative,2016
2016-11-24,seats were comfortable and the crew fine,10,Couple Leisure,Economy Class,CHC to SYD,November 2016,5.0,5.0,-1.0,-1.0,5.0,-1.0,5.0,True,A320,False,seats were comfortable and the crew fine my wife and i flew air new zealand from christchurch to sydney on an airbus a320 we had a seat bag fare and did not make any purchases on board we left and arrived on time the seats were comfortable and the crew fine the flight was full the safety videos are good fun,"seats were comfortable and the crew fine My wife and I flew Air New Zealand from Christchurch to Sydney on an Airbus A320. We had a seat + bag fare and did not make any purchases on board. We left and arrived on time, the seats were comfortable and the crew fine. The flight was full. The safety videos are good fun.",Positive,Positive,Positive,2016
2016-11-22,never fly with Air New Zealand,1,Couple Leisure,Economy Class,BNE to NLK,November 2016,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,False,,False,never fly with air new zealand my parents were flying brisbane to norfolk island for my mothers 80th birthday today after driving from bribie island to the airport they went through customs and just before boarding they were informed they and 20 other people would be unable to fly as the plane tare weight was exceeded believed to be due to spare parts for another broken down plane on norfolk island air new zealand customer service provided no compensation and advised them to go through their travel insurance they had accommodation hire car tours etc booked plus having been looking forward to this holiday to celebrate her 80th birthday for quite some time i for one will never fly with air new zealand if this is typical of how they treat their passengers,"never fly with Air New Zealand My parents were flying Brisbane to Norfolk Island for my mothers 80th birthday today. After driving from Bribie Island to the airport they went through customs and just before boarding they were informed they and 20 other people would be unable to fly as the plane tare weight was exceeded believed to be due to spare parts for another broken down plane on Norfolk Island. Air New Zealand customer service provided no compensation and advised them to go through their travel insurance. They had accommodation, hire car, tours etc booked plus having been looking forward to this holiday to celebrate her 80th birthday for quite some time. I for one will never fly with Air New Zealand if this is typical of how they treat their passengers.",Negative,Positive,Negative,2016
2016-11-08,will fly them again,9,Solo Leisure,Economy Class,LAX to LHR,November 2016,5.0,5.0,4.0,3.0,5.0,-1.0,5.0,True,Boeing 777-300ER,False,will fly them again los angeles to london heathrow amazing service by air new zealand with competitive fares food very nice seat pitch on their boeing 777300er is 3233 inches window seat selection at time of booking was free of charge for most of the cabin cabin crew very friendly and helpful plane very clean and new will fly them again on this route prefer them to british airways,"will fly them again Los Angeles to London Heathrow. Amazing service by Air New Zealand with competitive Fares. Food very nice. Seat pitch on their Boeing 777-300ER is 32-33 inches. Window seat selection at time of booking was free of charge for most of the cabin. Cabin crew very friendly and helpful. Plane very clean and new. Will fly them again on this route, prefer them to British Airways.",Positive,Positive,Positive,2016
2016-11-03,arrived in Wellington 6 hours early,10,Couple Leisure,Economy Class,AKL to WLG,November 2016,5.0,5.0,5.0,-1.0,5.0,-1.0,5.0,True,A320,False,arrived in wellington 6 hours early my wife and i flew auckland to wellington with air new zealand on an airbus a320 we arrived from singapore on another carrier and had booked an evening flight down to wellington leaving plenty of time to cover delays on the flight border control etc we arrived early and were in the domestic terminal within an hour of getting of the plane we had a non transferable ticket but the agent put us on a flight leaving 45 minutes later at no extra cost meaning we arrived in wellington 6 hours early snack and coffee served on this short leg crew good,"arrived in Wellington 6 hours early My wife and I flew Auckland to Wellington with Air New Zealand on an Airbus A320. We arrived from Singapore on another carrier and had booked an evening flight down to Wellington leaving plenty of time to cover delays on the flight, border control etc. We arrived early and were in the domestic terminal within an hour of getting of the plane. We had a non transferable ticket but the agent put us on a flight leaving 45 minutes later at no extra cost meaning we arrived in Wellington 6 hours early. Snack and coffee served on this short leg, crew good.",Positive,Positive,Positive,2016
2016-10-22,everything proved very average,6,Couple Leisure,Economy Class,CHC to BNE,October 2016,3.0,4.0,3.0,4.0,3.0,-1.0,3.0,True,A320,False,everything proved very average flew christchurch to brisbane air new zealand have gone for fully automated checkin which requires passengers to print out their boarding pass returning from holiday we had no facilities for printing so we could not use the system the one staff member there to assist was not busy but it still took twice as long as normal check in this was our first flight on anz and based upon their reputation we had high expectations but everything proved very average seat spacing was tight with pretty hard seats with very little recline the entertainment system was extensive and easy to operate but was interrupted frequently by announcements we had successfully if unwittingly navigated the catering system and did receive a meal which was typical economy class fare albeit with a very nice ice cream the wine offering was the exception to the average rule being the best wine selection i have experienced and based upon the sauvignon blanc excellent quality overall a very average experience but better than our flight to new zealand on qantas,"everything proved very average Flew Christchurch to Brisbane. Air New Zealand have gone for fully automated check-in, which requires passengers to print out their boarding pass. Returning from holiday we had no facilities for printing, so we could not use the system. The one staff member there to assist was not busy, but it still took twice as long as normal check in. This was our first flight on ANZ, and based upon their reputation we had high expectations, but everything proved very average. Seat spacing was tight, with pretty hard seats with very little recline. The entertainment system was extensive and easy to operate, but was interrupted frequently by announcements. We had successfully, if unwittingly, navigated the catering system and did receive a meal, which was typical economy class fare, albeit with a very nice ice cream. The wine offering was the exception to the average rule, being the best wine selection I have experienced, and based upon the Sauvignon Blanc excellent quality. Overall a very average experience, but better than our flight to New Zealand on Qantas.",Positive,Positive,Neutral,2016
2016-10-10,"food, service and cabin comfort were excellent",9,Couple Leisure,Business Class,LHR to AUK via LAX,October 2016,4.0,5.0,4.0,3.0,4.0,-1.0,5.0,True,Boeing 777-ER,False,food service and cabin comfort were excellent we flew business class with air new zealand from auckland to london heathrow with a transit through los angeles on nz2 on 4 august 2016 returning by the same route in reverse on nz1 on 28 september 2016 the flights were purchased well in advance one fare at a promotional price and the other a companion fare using air points which made the total cost quite economical for business class flights on a direct route with no hassles we had reserved our seats in advance 3k and 4k on the outward journey and 5k and 6k on the return having flown air nz before we knew what to expect and werent disappointed the food service and cabin comfort were excellent on all sectors the kiwi cabin crew on the auklax legs would rate slightly above their uk counterparts but nothing was too much trouble and the level of service excellent on all legs air nz does not offer wifi yet but bluetooth is able to be used which i took advantage of as the headphones provided arent up to noise cancelling quality of bose or plantronics my choice take an adapter if you want to use your own phones with the inflight entertainment system there was a fair choice of films including some with subtitles but personally i preferred my own entertainment on ipad and tablet the transit through lax is not easy with long distances to walk and queues for immigration and security as the air nz lounge is landside the transit time is supposed to be 2 hours but dont expect much time in the lounge especially if the incoming flight is late my wife had wheelchair assistance and so did i on the return due to a reoccurring problem auckland and heathrow were very good but some of the assistors in lax looked as if they needed wheelchairs themselves the only blemish as far as air nz are concerned was that they lost my wifes travelscoot which failed to appear at auckland on the return leg it turned up a couple of days later after being off loaded in lax by mistake probably due to incorrect labelling when it was checked in at heathrow we would certainly recommend air nz business class for long haul flights and would use them again in the future,"food, service and cabin comfort were excellent We flew business class with Air New Zealand from Auckland to London Heathrow with a transit through Los Angeles on NZ2 on 4 August 2016 returning by the same route in reverse on NZ1 on 28 September 2016. The flights were purchased well in advance, one fare at a promotional price and the other a companion fare using air points, which made the total cost quite economical for business class flights on a direct route with no hassles. We had reserved our seats in advance, 3K and 4K on the outward journey and 5K and 6K on the return. Having flown Air NZ before we knew what to expect and weren’t disappointed. The food, service and cabin comfort were excellent on all sectors. The kiwi cabin crew on the AUK-LAX legs would rate slightly above their UK counterparts but nothing was too much trouble and the level of service excellent on all legs. Air NZ does not offer WiFi yet but Bluetooth is able to be used, which I took advantage of as the headphones provided aren’t up to noise cancelling quality of Bose or Plantronics (my choice). Take an adapter if you want to use your own phones with the inflight entertainment system. There was a fair choice of films including some with subtitles but personally I preferred my own entertainment on iPad and tablet. The transit through LAX is not easy with long distances to walk and queues for immigration and security as the Air NZ lounge is landside. The transit time is supposed to be 2 hours but don’t expect much time in the lounge especially if the incoming flight is late. My wife had wheelchair assistance and so did I on the return due to a reoccurring problem. Auckland and Heathrow were very good but some of the “assistors” in LAX looked as if they needed wheelchairs themselves. The only blemish as far as Air NZ are concerned was that they “lost” my wife’s TravelScoot, which failed to appear at Auckland on the return leg. It turned up a couple of days later after being off loaded in LAX by mistake, probably due to incorrect labelling when it was checked in at Heathrow. We would certainly recommend Air NZ business class for long haul flights and would use them again in the future.",Positive,Positive,Positive,2016
2016-10-08,the bag drop was chaotic,7,Couple Leisure,Economy Class,AKL to SYD,October 2016,4.0,5.0,4.0,4.0,1.0,-1.0,4.0,True,Boeing 777-300,False,the bag drop was chaotic auckland to sydney we sat in an exit row and got the benefit of extra leg room and excellent cabin crew service but we couldnt use the inflight entertainment during take off and landing the online checkin process was smooth but we still needed to use the kiosk to print our boarding passes i would prefer to have a seamless checkin via mobile app or smart watch the bag drop was chaotic and an example of where technology has made things worse ground staff could have been more helpful,the bag drop was chaotic Auckland to Sydney. We sat in an exit row and got the benefit of extra leg room and excellent cabin crew service but we couldn't use the inflight entertainment during take off and landing. The online checkin process was smooth but we still needed to use the kiosk to print our boarding passes. I would prefer to have a seamless checkin via mobile app or smart watch. The bag drop was chaotic and an example of where technology has made things worse. Ground staff could have been more helpful.,Positive,Positive,Neutral,2016
2016-10-07,sadistic 3-4-3 seating,2,Family Leisure,Economy Class,SYD to AKL,October 2016,1.0,4.0,3.0,4.0,3.0,-1.0,2.0,False,Boeing 777,False,sadistic 343 seating sydney to auckland boeing777 air new zealand pinches pennies and has a 343 seating arrangement in a boeing 777 this is unacceptable to me 333 is what boeing designed the b777 for even though i am not a particularly large person the seats and the aisles are narrow the seats along the aisles all show marks of severe wear and tear from trolleys and passengers constantly banging into them the seat cushions are hard as a rock or just very thin we were sitting in a skycouch seat which was useless since all the seats were occupied and no space to lie down i wonder how much money this airline has flushed down the toilet on extra fuel to haul the weight of these useless skycouches around the world maybe more than they gain by their sadistic 343 seating finally air new zealand is addicted to endless annoying cabin announcements please cut it out your customers are adults not kindergarten children,"sadistic 3-4-3 seating Sydney to Auckland, Boeing-777. Air New Zealand pinches pennies and has a 3-4-3 seating arrangement in a Boeing 777. This is unacceptable to me, (3-3-3 is what Boeing designed the B777 for) even though I am not a particularly large person. The seats and the aisles are narrow. The seats along the aisles all show marks of severe wear and tear from trolleys and passengers constantly banging into them. The seat cushions are hard as a rock, or just very thin. We were sitting in a skycouch seat which was useless since all the seats were occupied and no space to lie down. I wonder how much money this airline has flushed down the toilet on extra fuel, to haul the weight of these useless skycouches around the world. Maybe more than they gain by their sadistic 3-4-3 seating? Finally, Air New Zealand is addicted to endless annoying cabin announcements. Please cut it out, your customers are adults, not kindergarten children.",Negative,Negative,Negative,2016
2016-10-05,a really competitive price,9,Couple Leisure,Business Class,LAX to MEL via AKL,September 2016,5.0,5.0,5.0,4.0,5.0,5.0,5.0,True,Boeing 777 300,False,a really competitive price los angeles to melbourne via auckland the best business class i have ever experienced on boarding i was offered a choice of drinks and a hot towel post take off drink requests and meal selection soon followed i was asked if i knew how to use the seat controls and given a demonstration a first for methe staff were helpful cheerful and courteous and the meals superior the seat was outstanding in terms of comfort and it was made into a bed using a memory foam mattress that gave me an extremely comfortable 78 hours sleep the wash rooms were well equipped and the auckland lounge was excellent this was an outstanding product for a really competitive price,"a really competitive price Los Angeles to Melbourne via Auckland. The best business class I have ever experienced.  On boarding I was offered a choice of drinks and a hot towel. Post take off drink requests and meal selection soon followed. I was asked if I knew how to use the seat controls and given a demonstration - a first for me.The staff were helpful, cheerful and courteous and the meals superior. The seat was outstanding in terms of comfort and it was made into a bed using a memory foam mattress that gave me an extremely comfortable 7-8 hours sleep. The wash rooms were well equipped and the Auckland lounge was excellent. This was an outstanding product for a really competitive price.",Positive,Positive,Positive,2016
2016-09-22,has been a complete let down,2,Solo Leisure,Economy Class,AKL to SGN,September 2016,2.0,4.0,1.0,3.0,1.0,-1.0,3.0,False,Boeing 767-300,False,has been a complete let down auckland to ho chi minh city ground service horrible air new zealand has self checkin kiosk which they pride themselves of but it creates lots of issues for customers as there are not enough staff to assist customers with using the inadequately developed system that cannot accommodate the needs of all customers the ground staff are not attentive let you wait without saying a word of acknowledgement they have self service bag drop which cannot work sometimes and the assistance is also poor there is no flexibility from the staff in regards to following baggage policy i have experienced this problem and heard from three people with the same issues cleanliness very old and dirty aircraft dirts and candies were on the floor under my seat the grease stain was still on the inflight entertainment screen which i had to use my napkin to wipe off the seat is very tight and not comfortable inflight entertainment compared to singapore airlines thai airways cathay pacific and malaysia airlines etc is much less i guess they didnt really improve headphones quality as i had to ask to change headphones 3 times until i can find a pair that works food of a very low quality i tried vietnamese cuisine but it was really not vietnamese as the food was greasy and full of weird spices this was my first time using air new zealand on an international flight and this has been a complete let down and my expectations of a high quality airline that they heavily invested in their pr to build the image has been destroyed personally speaking i think they have been trying to compete with low cost airlines too much to drive down costs and completely ignored how they get to a fourstar airline in the first place overall utter disappointment,"has been a complete let down Auckland to Ho Chi Minh City. Ground service horrible. Air New Zealand has self check-in kiosk which they pride themselves of but it creates lots of issues for customers as there are not enough staff to assist customers with using the inadequately developed system that cannot accommodate the needs of all customers. The ground staff are not attentive. Let you wait without saying a word of acknowledgement. They have self service bag drop which cannot work sometimes and the assistance is also poor. There is no flexibility from the staff in regards to following baggage policy. I have experienced this problem and heard from three people with the same issues. Cleanliness - very old and dirty aircraft.  Dirts and candies were on the floor under my seat, the grease stain was still on the inflight entertainment screen which I had to use my napkin to wipe off. The seat is very tight and not comfortable.  Inflight entertainment compared to Singapore Airlines, Thai Airways, Cathay Pacific and Malaysia Airlines etc is much less. I guess they didn't really improve headphones quality as I had to ask to change headphones 3 times until I can find a pair that works. Food of a very low quality. I tried 'vietnamese cuisine' but it was really not vietnamese as the food was greasy and full of weird spices. This was my first time using Air New Zealand on an international flight and this has been a complete let down and my expectations of a high quality airline that they heavily invested in their PR to build the image has been destroyed. Personally speaking I think they have been trying to compete with low cost airlines too much to drive down costs and completely ignored how they get to a four-star airline in the first place. Overall, utter disappointment.",Negative,Negative,Negative,2016
2016-09-22,squeezing in as many seats as possible,1,Solo Leisure,Economy Class,AKL to SIN,September 2016,2.0,2.0,1.0,2.0,1.0,-1.0,1.0,False,Boeing 787,False,squeezing in as many seats as possible a recent flight on air new zealands night time service to singapore left me thinking this airline is more and more becoming a lost cost airline than an actual low cost airline arrived early at the airport to be greeted by one very helpful person who referred me onto service agents the first lady was ignorant and could not care less about acknoeledging those waiting while helping others then went to somone else even more useless who informed me no i cannot check luggage through as they dont code share with the carrier i was due to travel from singapore to hanoi which was ridiculous considering both air nz and that airline share the same terminal in singapore and also the same transer counters checking in these days on multiple flights on seperate tickets is possible all over the world obviously not at air new zealand much more assistance provided by changi airport staff than by air new zealand the aircraft a fairly new 787 was tight in economy due to squeezing in as many seats as possible including its overvalued sky couch food and beverage way below par compared to other four star airlines no bread rolljam and butter for breakfast and scrambled eggs run out after 9th row of economy with the rest getting some tasteless noodles with not much though having gone into their menu where most passengers are european avoid this airline if you can at all costs,"squeezing in as many seats as possible A recent flight on Air New Zealand's night time service to Singapore left me thinking this airline is more and more becoming a lost cost airline than an actual low cost airline. Arrived early at the airport to be greeted by one very helpful person who referred me onto service agents. The first lady was ignorant and could not care less about acknoeledging those waiting while helping others. Then went to somone else even more useless who informed me no I cannot check luggage through as they don't code share with the carrier I was due to travel from Singapore to Hanoi which was ridiculous considering both Air NZ and that airline share the same terminal in Singapore and also the same transer counters. Checking in these days on multiple flights on seperate tickets is possible all over the world, obviously not at Air New Zealand. Much more assistance provided by Changi airport staff than by Air New Zealand. The aircraft a fairly new 787 was tight in economy due to squeezing in as many seats as possible including its overvalued sky couch. Food and beverage way below par compared to other four star airlines. No bread roll,jam and butter for breakfast and scrambled eggs run out after 9th row of economy with the rest getting some tasteless noodles with not much though having gone into their menu where most passengers are european. Avoid this Airline if you can at all costs",Positive,Negative,Negative,2016
2016-09-20,enjoyable flight experience,8,Solo Leisure,Economy Class,HKG to AKL,September 2016,2.0,5.0,5.0,5.0,5.0,-1.0,5.0,True,Boeing 777-200,False,enjoyable flight experience hong kong to auckland overnight flight with air new zealand wide selection of entertainment options on avod and it is great to be able to watch gate to gate dinner and breakfast served both meals delicious frequent water runs during flight and washrooms kept clean the only downside is the seat comfort and spacing10 abreast seating makes it very tight indeed overall enjoyable flight experience,"enjoyable flight experience Hong Kong to Auckland overnight flight with Air New Zealand. Wide selection of entertainment options on AVOD, and it is great to be able to watch gate to gate. Dinner and breakfast served, both meals delicious. Frequent water runs during flight and washrooms kept clean. The only downside is the seat comfort and spacing-10 abreast seating makes it very tight indeed. Overall enjoyable flight experience.",Positive,Positive,Positive,2016
2016-09-06,thoroughly enjoyable flight,10,Solo Leisure,Business Class,AKL to IAH,August 2016,5.0,5.0,5.0,4.0,4.0,-1.0,4.0,True,Boeing 777-200,False,thoroughly enjoyable flight auckland to houston a thoroughly enjoyable flight with a very competent crew in the business class food was sublime as was the service a good range of snacks were available during the night plus tea or coffee breakfast options were comprehensive we arrived on time in houston,"thoroughly enjoyable flight Auckland to Houston. A thoroughly enjoyable flight, with a very competent crew in the business class. Food was sublime, as was the service. A good range of snacks were available during the night, plus tea or coffee. Breakfast options were comprehensive. We arrived on time in Houston.",Positive,Positive,Positive,2016
2016-08-31,"staff are exceptional, caring",10,Couple Leisure,Business Class,LAX to AKL,August 2016,5.0,5.0,5.0,4.0,4.0,4.0,5.0,True,,False,staff are exceptional caring air new zealand is one of the best in business class the staff are exceptional caring and have everything down to perfection the menu is restaurant quality and flat beds allow for a decent sleep i have just arrived in auckland on nz5 from los angeles and i wish to thank the staff for their wonderful help and care,"staff are exceptional, caring Air New Zealand is one of the best in business class. The staff are exceptional, caring and have everything down to perfection. The menu is restaurant quality and flat beds allow for a decent sleep. I have just arrived in Auckland on NZ5 from Los Angeles and I wish to thank the staff for their wonderful help and care.",Positive,Positive,Positive,2016
2016-08-30,general air of disinterest,3,Couple Leisure,Economy Class,WLG to LHR via HKG,August 2016,3.0,2.0,2.0,4.0,2.0,-1.0,2.0,False,Boeing 777-200,False,general air of disinterest wellington to london via hong kong i am a kiwi expat have lived in london for 17 years and have used air new zealand many times over the years when returning to nz to see family i have to say that gradually over time i believe the airline has fallen into the trap of believing its own pr the first thing you hear when you get on a flight these days is about the latest award the airline has won while there have been upgrades over the years to the fleet inflight entertainment and recently checkin procedures more on this later the personal touch and focus on service that made the airline stand out are no longer as obvious and seem to be replaced with a slightly superior cockiness that is not that attractive over recent flights air new zealand have dropped a brand new solid suitcase on its corner stoving it in when i complained which was extremely time consuming and difficult i was told the suitcase still works fine so air new zealand were not going to offer anything by way of remediation lost our luggage between auckland and wellington via the high tech new checkin procedure when i registered concern on the return flight i was told by a cocky attendant that air new zealand doesnt lose luggage so i must have been on another airline ironically when we registered our lost luggage we were in a not insignificant queue and the ground staff gave the impression that this was a very frequent event on my last trip 4 out of 6 flights on the return journey from london to wellington were late one of which arrived very late in auckland which required a group of transferring passengers to run from domestic to international to make the next flight this caused stress and anxiety while i am sure air new zealand would say that some of the causal factors are out of its control i think it is the general air of disinterest mixed with self congratulatory arrogance that puts me off the most will i continue to use air new zealand well possibly because the network of flights to and from the uk is generally very convenient in terms of door to door elapsed travel time but i certainly dont feel as patriotic and loyal towards the airline as i used to and i certainly check out other flight options a lot more than i used to,"general air of disinterest Wellington to London via Hong Kong. I am a Kiwi expat, have lived in London for 17 years and have used Air New Zealand many times over the years when returning to NZ to see family. I have to say that gradually, over time, I believe the airline has fallen into the trap of believing its own PR. The first thing you hear when you get on a flight these days is about the latest award the airline has won. While there have been upgrades over the years to the fleet, in-flight entertainment and recently check-in procedures (more on this later), the personal touch and focus on service that made the airline stand out, are no longer as obvious and seem to be replaced with a slightly superior cockiness that is not that attractive. Over recent flights Air New Zealand have dropped a brand new solid suitcase on its corner, stoving it in. When I complained (which was extremely time consuming and difficult), I was told the suitcase still works fine so Air New Zealand were not going to offer anything by way of remediation. Lost our luggage between Auckland and Wellington (via the high tech new check-in procedure). When I registered concern on the return flight I was told by a cocky attendant that Air New Zealand doesn't lose luggage so I must have been on another airline!). Ironically when we registered our lost luggage we were in a not insignificant queue and the ground staff gave the impression that this was a very frequent event. On my last trip, 4 out of 6 flights on the return journey from London to Wellington were late, one of which arrived very late in Auckland which required a group of transferring passengers to run from domestic to international to make the next flight. This caused stress and anxiety. While I am sure Air New Zealand would say that some of the causal factors are out of its control, I think it is the general air of disinterest mixed with self congratulatory arrogance that puts me off the most. Will I continue to use Air New Zealand - well possibly because the network of flights to and from the UK is generally very convenient in terms of door to door elapsed travel time. But I certainly don't feel as patriotic and loyal towards the airline as I used to and I certainly check out other flight options a lot more than I used to.",Positive,Positive,Negative,2016
2016-08-30,never travel Air New Zealand again,1,Family Leisure,Economy Class,ZQN to BNE,August 2016,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,,False,never travel air new zealand again i was absolutely shocked and disgusted to discover on my 3hr 50mins flight from queenstown to brisbane no meal was provided for an international flight you are offered water tea or coffee not even a snack when i queried the flight attendant she made me feel like an idiot for not knowing travelling with a 5 and 6 year old and not being prepared for the fact there would be no food supplies was not fun i will never travel with air new zealand again,"never travel Air New Zealand again I was absolutely shocked and disgusted to discover on my 3hr 50mins flight from Queenstown to Brisbane no meal was provided. For an international flight you are offered water, tea or coffee. Not even a snack. When I queried the flight attendant she made me feel like an idiot for not knowing. Travelling with a 5 and 6 year old and not being prepared for the fact there would be no food supplies was not fun! I will never travel with Air New Zealand again.",Negative,Negative,Negative,2016
2016-08-27,the cabin was freezing,4,Couple Leisure,Business Class,AKL to DPS,August 2016,2.0,5.0,4.0,-1.0,5.0,-1.0,2.0,False,,False,the cabin was freezing flew air new zealand from auckland to bali the cabin was freezing after 3 blankets and the pilot putting the temp up i could hear other passengers in business class complaining about cold feet etc i was dressed for auckland winter my sisterinlaw had the same prob from brisbane staff were very nice,the cabin was freezing Flew Air New Zealand from Auckland to Bali. The cabin was freezing. After 3 blankets and the pilot putting the temp up I could hear other passengers in business class complaining about cold feet etc. I was dressed for Auckland winter. My sister-in-law had the same prob from Brisbane. Staff were very nice.,Positive,Positive,Neutral,2016
