date,header,rating,aircraft,type_of_traveller,seat_type,route,date_flown,seat_comfort,cabin_staff_service,food_&_beverages,ground_service,wifi_&_connectivity,value_for_money,recommended,inflight_entertainment,verified_status,review_content,textblob_sentiment,vader_sentiment,rating_sentiment,year,departure,departure_country,arrival,arrival_country,via,is_domestic
2019-10-11,embarrassment to New Zealand,1,,Business,Economy Class,Palmerston North to Wellington,October 2019,1.0,1.0,1.0,1.0,-1.0,1.0,False,-1.0,True,embarrassment to new zealand palmerston north to wellington how this awful airline continues to win awards is beyond me the check in staff are a extremely lacking any form of professionalism or intelligence the staff onboard are as dated as the aircraft itself which is often dirty and unkept they give out plastic cups which they fill with 1 bottles of water for goodness sake even easyjet isnt stooping that low the airfares are overpriced and the routes are lacking overall one of the worse airlines ive had the misfortune of using absolutely an embarrassment to new zealand and i feel very sorry for the locals who are forced to use the airline as its the only one they have,Negative,Negative,Negative,2019,palmerston north,NZ,wellington,NZ,,True
2019-10-07,lack of allergy-friendly food,3,,Family Leisure,Economy Class,Auckland to Sydney,October 2019,2.0,2.0,1.0,2.0,1.0,2.0,False,3.0,True,lack of allergyfriendly food auckland to sydney my review is about their food service while booking the flight i looked at their special meals as i have an allergy to nuts however found that there is no option for a nontree nut meal however they said no peanuts are used while onboard my flight when the food came around i then asked the flight attendant which meal had nuts in it i was then replied with an i dont know i then said i had a nut allergy and she again asked me which meal i wanted without giving me any insight to the ingredients of these meals i am disappointed and shocked by the lack of concern by the flight attendant as my nut allergy leads to me going into anaphylaxis and the lack of allergyfriendly food options as i was also told by the flight attendant around 5 other people asked about the use of nuts in their food the website leaves a large grey area of whether or not the food is safe for people with allergies as when it says peanut friendly they leave out all of the tree nuts used because i paid for the works under the impression the meals were allergyfriendly i am disappointed in the customer service and lack of knowledge received by the flight attendants,Negative,Negative,Negative,2019,auckland,NZ,sydney,AU,,False
2019-09-29,food and service were horrible,1,,Couple Leisure,Economy Class,Hong Kong to Auckland,September 2019,1.0,1.0,1.0,1.0,1.0,1.0,False,1.0,False,food and service were horrible hong kong to auckland horrible crew hostile and not accomodating the crew took long time to bring water more than 15 minutes i told them the family and children behind me was kicking me and bang my head the chief of the crew said he cant do anything he went on to say since i am not happy asked me not to fly with air new zealand he was unsympathetic and double standard he changed the seat of the girl seated by the window as he said she couldnt sleep due to me the food and service were horrible,Negative,Negative,Negative,2019,hong kong,HK,auckland,NZ,,False
2019-09-24,Really disappointed,4,,Business,Economy Class,Auckland to Wellington,September 2019,1.0,2.0,3.0,3.0,3.0,4.0,False,3.0,True,really disappointed auckland to wellington really disappointed with air new zealand they charge significantly more than jetstar and position themselves as having better service and reliability but fail on both counts main issues ive had are refusing to let me check in ahead of time without giving an explanation forcing high transfer fees even in exceptional circumstances public health emergency you cant act like a cheap airline and charge like a first class one,Positive,Negative,Neutral,2019,auckland,NZ,wellington,NZ,,True
2019-09-23,they seem to disappoint continuously now,1,,Business,Economy Class,Auckland to Chicago,September 2019,1.0,1.0,-1.0,1.0,-1.0,1.0,False,1.0,True,they seem to disappoint continuously now im ready to be done with air new zealand i fly a lot and they seem to disappoint continuously now last month they cancelled my hong kong flight when other airlines were flying no problem and they dont answer the phone number they provide to provide any limited help in sorting out new flights today im flying to chicago and stuck in the last row seats that dont recline for 15 hours those seats should not be sold because of the extreme discomfort for such long periods every air nz worker i spoke to 3 agreed the seats dont recline agreed i wont be able to watch tv because the person in front will be too close and the result told it is too bad by all 3 sick of the poor service and no personal care sick of trying to support my national airline and getting stuck with cancelled flights extra fees and useless help rather spend more money and fly a better airline like singapore airlines from now on,Positive,Negative,Negative,2019,auckland,NZ,chicago,US,,False
2019-09-23,same as low cost budget airlines,2,,Business,Economy Class,Melbourne to Auckland,September 2019,1.0,1.0,-1.0,1.0,1.0,1.0,False,1.0,False,same as low cost budget airlines melbourne to auckland paid 610 return for flight with air nz on seat and bag compared on the same route and date to jetstar price was cheaper at 499 seat and bag qantas 545 and virgin australia 550 seat bag plus free meal and entertainment flight was delayed over 1 hour no food or drinks to compensate for delay movie cost extra 10 for old releases this is the third time this year i flew with air new zealand and all out of three were delayed this airline is now on the same row as low cost budget airlines like jetstar or tigerair,Positive,Negative,Negative,2019,melbourne,AU,auckland,NZ,,False
2019-09-19,leather seats were nice,10,A321Neo,Family Leisure,Economy Class,Gold Coast to Christchurch,April 2019,5.0,5.0,5.0,5.0,5.0,5.0,True,5.0,False,leather seats were nice gold coast to christchurch amazing ife so new and fresh plush leather seats were nice wifi connectivity was great on this flight hopefully more aircraft have wifi like this the cabin crew were nice pilots were really nice and let me look around the cockpit,Positive,Positive,Positive,2019,gold coast,AU,christchurch,NZ,,False
2019-09-18,Great Cabin service,10,A320-200,Family Leisure,Economy Class,Christchurch to Gold Coast,April 2019,4.0,5.0,5.0,5.0,-1.0,5.0,True,4.0,False,great cabin service christchurch to gold coast great airline great cabin service could do with a bit newer ife but otherwise amazing cabin crew were nice very chatty you could get a good meal for the price you paid,Positive,Positive,Positive,2019,christchurch,NZ,gold coast,AU,,False
2019-09-16,Seats were adequate,8,,Couple Leisure,Economy Class,Rotorua to Wellington,September 2019,3.0,5.0,4.0,5.0,-1.0,4.0,True,-1.0,False,seats were adequate rotorua to wellington staff service was efficient and friendly seats were adequate not much legroom width nice cookie time cookie and cup of coffee great service with wheelchair assist,Positive,Positive,Positive,2019,rotorua,NZ,wellington,NZ,,True
2019-09-05,Staff on the flights were fantastic,10,,Family Leisure,Economy Class,Gold Coast to Chicago via Auckland,August 2019,4.0,5.0,4.0,5.0,-1.0,5.0,True,3.0,False,staff on the flights were fantastic i booked flights for my family on this route we had a further connection from chicago to akron the woman at the desk at the gold coast was so helpful and friendly in getting us sorted and informed on how to get our bags all the way to akron we had to recheck them when we landed in chicago which we werent told by our booking agent staff on the flights particularly the long haul from auckland to chicago were fantastic they did everything to be of assistance to us my wife is pregnant and we were traveling with our 6 month old too,Positive,Positive,Positive,2019,gold coast,AU,chicago,US,Auckland,False
2019-08-20,Very poor service,1,,Family Leisure,Economy Class,Melbourne to Queenstown,August 2019,1.0,1.0,-1.0,1.0,-1.0,3.0,False,-1.0,False,very poor service melbourne to queenstown very poor service poor self management experience online trying to change my ticket on the phone but waited15 minutes with no response at the melbourne airport service said you must call them as we cannot make changes to your ticket at the end they checked us in all over the aircraft instead of being together no leg room for tall person unfriendly aircrew,Negative,Negative,Negative,2019,melbourne,AU,queenstown,NZ,,False
2019-08-11,"disorganised, terrible communication",1,,Business,Economy Class,Brisbane to Auckland,August 2019,1.0,1.0,1.0,1.0,1.0,1.0,False,1.0,True,disorganised terrible communication brisbane to auckland flight yesterday was canceled after 4 hours took staff to organise accommodation another 3 hours disorganised terrible communication and inexperienced tried to cancel accomodation in auckland could not as too late following day new flight check was nightmare staff hopeless stood around none understood what delays were told we were on stand bye as not enough seat on plane finally got checked in again through customs for 2nd time flight delayed again this time a further 2 hours,Negative,Negative,Negative,2019,brisbane,AU,auckland,NZ,,False
2019-08-06,cabin was well set out,10,,Couple Leisure,Premium Economy,Hong Kong to Auckland,August 2019,5.0,5.0,5.0,5.0,-1.0,5.0,True,5.0,True,cabin was well set out hong kong to auckland premium economy was exactly what it said and more the separate cabin was well set out leg rests were adjustable and allowed almost complete lieback there was plenty of leg room between the seats the staff were attentive an icon on the screen allowed one to call a staff member at any time extra drinks were available the onscreen entertainment was varied and meals were excellent for breakfast before landing we were offered fruit salad and cereals plus youghurt crackers and cheese and a main course i chose the omelette with potatoes and mushrooms and tomato i could not fault any of the service from ground staff through to airline staff,Positive,Positive,Positive,2019,hong kong,HK,auckland,NZ,,False
2019-08-02,a very stressful trip,3,Boeing 777-200 and Boeing 777-300,Couple Leisure,Business Class,Adelaide to San Francisco via Auckland,July 2019,3.0,4.0,2.0,2.0,1.0,1.0,False,1.0,True,a very stressful trip due to issues with the plane coming from auckland to adelaide our flight to auckland was delayed by several hours thus making it impossible for us to make the connecting air new zealand flight to san francisco air new zealand decided to reassign us to the flight going to lax really dislike this airport instead and put us on a domestic flight in the us to san francisco the whole point of us flying air nz was because of the direct international flight from adelaide and getting us to our preferred destination of san francisco our arrival in san francisco was 5 hours later than expected so we were not able to do anything other than have dinner in our hotel and go to bed as had early morning flight next day of which air new zealand were aware contacted the airline re compensation of some kind eg an upgrade on return flight but was advised it is not their policy to do this as essentially they had got us to our destination we did get offered the use of their airport lounge in auckland on the return trip it was a very stressful trip over as by time we got through immigration customs and domestic security in la we nearly missed the domestic flight they were closing the gates overall every air new zealand flight we took was delayed by at least an hour the on board entertainment was very poor all old movies on our flight home from houston to auckland premium economy one of our screens was not working and could not be fixed so we had to share best thing we watched was the online safety message food ok but really nothing special,Positive,Neutral,Negative,2019,adelaide,AU,san francisco,US,Auckland,False
2019-07-23,Was less than happy,5,,Solo Leisure,Economy Class,Melbourne to Queenstown,July 2019,3.0,4.0,-1.0,3.0,-1.0,3.0,False,-1.0,True,was less than happy melbourne to queenstown initially the staff i dealt with over the phone and in the airport were great how ever my flight to queenstown was cancelled which i was not alerted about via email or text the group i was travelling with 4 adults and a child were put on a flight to sydney from adelaide then to queenstown the same day i therefore called air new zealand to try to arrange this flight to sydney in which i was told it was impossible and unlikely they were on this flight as it was with jetstar needless to say i didnt get to queenstown until the following day which resulted in my lateness for wedding preparations after this i still had no notifications of my further flights to queenstown but had to call again late at night to find this information was less than happy with the communication from the cancellation to the rebooking of the flight,Positive,Positive,Neutral,2019,melbourne,AU,queenstown,NZ,,False
2019-07-22,Luckily was upgraded,8,Boeing 777,Business,Business Class,Auckland to Nuku'alofa,July 2019,4.0,5.0,4.0,2.0,1.0,4.0,True,5.0,True,luckily was upgraded auckland to nukualofa luckily was upgraded just before boarding standard of flight attendants and ife amazing lieflat function of seat fantastic only good for sleeping on back not sideways really love the big table gave me impression wine selection was better than the food surprisingly,Positive,Positive,Positive,2019,auckland,NZ,nuku'alofa,TO,,False
2019-07-12,lack of customer service,2,,Couple Leisure,Economy Class,Auckland to Nelson,July 2019,3.0,4.0,3.0,1.0,-1.0,1.0,False,-1.0,True,lack of customer service i had to fly from auckland to nelson following surgery to my knee my surgeon had faxed through documents stating that i would need a wheelchair for both getting to the plane in auckland and getting off the plane in nelson i scanned my boarding pass along with my support persons and was assuming that they would have a system in place where it would show an alert to me needing assistance wheelchair it did not my support person spoke to the air new zealand staff member regarding use of a wheelchair she said its only a short walk to planeand left it at that there was absolutely no pleasantries from her at all we walked out to the plane past about 8 wheelchairs which for someone newly on crutches was a long way we were baffled by her actions and lack of customer service getting off the plane in nelson was the total opposite a wheelchair was waiting for me at the bottom of the ramp and she pushed me all the way out to the carpark guess maybe auckland lady was having a rough day or she is just an awful uncaring person its a shame that one persons actions can have such a negative impact,Negative,Negative,Negative,2019,auckland,NZ,nelson,NZ,,True
2019-07-01,Poor service on this flight,1,Boeing 787-9,Solo Leisure,Economy Class,Singapore to Auckland,June 2019,1.0,1.0,1.0,2.0,-1.0,1.0,False,1.0,True,poor service on this flight singapore to auckland on the 7879 poor service on this flight flight attendants look like they are about to retire and do not represent nz at all no style at all very dirty plane air vents havent been cleaned in ages see photos lights had dirt around them the window hasnt been cleaned oily film from someones hair usb charging stopped midflight flight attendants unprofessional and unqualified like others have mentioned the flight attendants were rude and asked 3 times what i wanted without giving me a chance to respond gave us an ice cream tub without a spoon this airline is nowhere near the quality of singapore airlines qatar emirates i can safely say i had better service on jetstar for crying out loud meals were substandard similar to southern china airlines plastic cutlery and tasteless food no seasoning at all however china southern is extremely cheap air nz is so overpriced the seat was uncomfortable not enough lateral thigh support the dreamliner is a joke the 777 a330 350 and 380 are far more comfortable planes a huge difference between singapore and air nz singapore ran a drink service every 45 minutes and snacks every other hour air nz on the other hand comes every 15 hours with plastic cups in one hand and a jug in the other can tell they are cutting costs unfortunately they codeshare with singapore however if air nz is offered again on my itinerary i will avoid which means avoiding singapore airlines which is number 1 if it means i have to stay 15 hours for a singapore flight i would take that any day over air nz even qantas sri lankan and malaysian airlines are above air nz the menu for instance is announced over the pa no paper menu and no time to hand out hot towels and to think they charge more than their competitors inflight entertainment is average route map is very basic no wifi nothing to recommend here,Negative,Negative,Negative,2019,singapore,SG,auckland,NZ,,False
2019-06-17,Super comfortable seat,10,Boeing 777,Solo Leisure,Economy Class,Los Angeles to London,January 2019,5.0,4.0,5.0,5.0,5.0,5.0,True,5.0,True,super comfortable seat los angeles to london the best airline ive flown super comfortable seat and im 62 best food ive had on a plan free fast wifi i could watch netflix ife was pretty good crew couldve been a bit more friendly,Positive,Positive,Positive,2019,los angeles,US,london,US,,False
2019-06-12,very professional and friendly,10,A320,Business,Economy Class,Auckland to Queenstown,June 2019,5.0,5.0,5.0,5.0,-1.0,5.0,True,-1.0,True,very professional and friendly return flight with our proud flag national airline beautiful all black silver fern aircraft clean and tidy flight attendants are very professional and friendly departed on time and landed a bit early for both legs pilot was able to broadcast a lot of information while in the air to keep us informed such as where we were whats under and what is the height and temperature et short haul flight with beverage provided classic cookie time and a cup of hot teacoffee to keep us warm overall perfect,Positive,Positive,Positive,2019,auckland,NZ,queenstown,NZ,,True
2019-06-08,nightmare like flying experience,1,,Solo Leisure,Economy Class,Tokyo Narita to Auckland,June 2019,3.0,1.0,4.0,1.0,-1.0,1.0,False,4.0,True,nightmare like flying experience tokyo narita to auckland it was the worst nightmare like flying experience ever because of one unqualified and unprofessional flight attendant my seat was in the first front row where it was closest to the exit and the cabin crew worked one of flight attendants had kept making offensive comments about passengers from a certain country she said that passangers from this country should not be seated in front because they were rude and not smiley i was asian looking not the race she emphasized but it made me sick and angry she never stopped complaining until landed and it ruined all the moments that i had wished,Negative,Negative,Negative,2019,tokyo narita,,auckland,NZ,,False
2019-06-03,a fantastic experience,10,,Solo Leisure,Business Class,Los Angeles to London Heathrow,May 2019,5.0,5.0,5.0,5.0,-1.0,5.0,True,5.0,True,a fantastic experience i had a fantastic experience with air new zealand flying from los angeles to london and back a week later i needed special assistance with a wheelchair and right from checkin air nz was on top of it assistance was provided directly at checkin i was brought to the business class lounge and picked up on time before boarding the plane bonny c from customer relations took exceptional care of me made me feel welcomed and made sure i had everything i needed bonny even went out of her way and got me a fastpass for my connecting flight in london because my layover was gonna be really short and heathrow airport is gigantic in fact without bonnys foresight regarding my short layover i would have missed my connection the flight to london and back was very pleasant the crew on both flights was incredibly attentive upbeat friendly and professional the food was very good the plane was nice and clean i very much appreciated the great service and would fly air new zealand anytime again,Positive,Positive,Positive,2019,los angeles,US,london heathrow,,,False
2019-05-21,probably avoid business class,3,,Solo Leisure,Business Class,Perth to Houston via Auckland,May 2019,2.0,2.0,2.0,3.0,4.0,2.0,False,3.0,True,probably avoid business class i usually fly cathay pacific business across the pacific so have a point of comparison also i am not a frequent flyer or getting a company trip so pay for the flights myself therefore i expect good quality and service my flights from perth to auckland return 8 hrs the flight attendants were fabulous friendly and very attentive the food was good the crews names were offered and the head steward came by to greet us at the outset and thank us at the end of the flight 2my flights from houston to auckland return 135 hours complete opposite to the perthauckland flights on both long haul flights the flight attendants were borderline rude and not attentive never once got a smile from the female attendant on my houstonauckland flight and to make matters worse the food was very poor the differences between the crews perthauckland vs aucklandhouston young and fresh old and jaded and i am an older person so it is not an ageist comment i dont care whether you are at the end of your career being personable warm and friendly go a long way another annoyance is that the chairs do not convert into a full bed but need to be constructed by the attendants by lying down a separate mattress you can not comfortable lying down when the beds are not made up as your legs are dangling in midair there was also subtle pressure both to get the beds arranged and disassembled for the sleep time the auckland airport lounge is also very poor crowded with mediocre food cathay pacific has a lot to show air new zealand yeah air nz was a bit cheaper but will probably avoid business class on this airline in the future,Positive,Negative,Negative,2019,perth,AU,houston,US,Auckland,False
2019-05-21,trip thoroughly enjoyable,10,Boeing 787-9,Solo Leisure,Economy Class,Auckland to Perth,May 2019,5.0,5.0,5.0,5.0,-1.0,5.0,True,5.0,False,trip thoroughly enjoyable flight attendants made my trip thoroughly enjoyable they greeted me by name and i was attended to well the inflight meal was just the right size and very tasty was asked frequently if i wanted a drink and water was available at short notice i was able to spread myself across part of the seat beside me as well which was great as my original seat had three of us side by side in an exit row i was moved back one row the plane was delayed for a little while as we had delayed connecting flight passengers to wait for we arrived in perth a little late but had made up some time during the flight the cabin staff were all friendly well presented and happy to assist this was my first overseas flight for 28 years and i enjoyed the flight immensely,Positive,Positive,Positive,2019,auckland,NZ,perth,AU,,False
2019-05-15,better experience than economy,8,ATR 72 / Boeing 777-300,Couple Leisure,Premium Economy,Napier to San Francisco via Auckland,May 2019,3.0,4.0,4.0,5.0,-1.0,4.0,True,5.0,True,better experience than economy napier to san francisco via auckland efficient checkin at napier with baggage checked in all the way through to sfo smooth uneventful flight with usual water cookie and coffee to akl with an effortless breeze through immigration and security at akl koru lounge served its purpose though i have always found it fairly souls views over airport are good however no issues with boarding and settled comfortably into seat warning row 24 on boeing 777300 has only one window instead of twono pretake off drink though did receive a hot towel and choice between sparkling wine and orange juice shortly after take off oddly served in a plastic glass whereas all further drinks served in glassware huge soft pillow blanket and simple amenity kit were available in the seat dinner was extremely tasty with choice of mains and ample pouring of wine wife bemoaned the fact there was no pinot gris though the stewardess found a couple of glasses from business class there were two dedicated toilets one of which was large by airline standards located on ab side of plane dedicated to premium economy ife was excellent with an extensive ranges of filmstv shows though whilst the seats were great for a short haul flight they proved not so comfortable for a haul of 12 hours this was partly due to the cabin being very hot the footrest was also a bit of a fiddle to move and store back into place the majority of passengers were dressed comfortable in trackants and seemed to nod off with little problem we must learn from this one thing air nz excels at is the ability to order additional snacks and drinks through seat back tv screen free in business and premium economy though may cost depending on fare type in economy there was no wifi on this flight though free wifi was available to all passengers on the return flight another major plus for air az a good breakfast with the exception of the most revolting cup to tea ever prior to landing in sfo the flight was then spoilt by a two and a half hour queue to get through immigration in the unitedstar alliance teminal all in all a much better experience than economy and pretty close to business class bar the seat,Positive,Positive,Positive,2019,napier,NZ,san francisco,US,Auckland,False
2019-05-07,lounge ridiculously full,2,,Business,Business Class,Auckland to Melbourne,May 2019,3.0,4.0,3.0,1.0,2.0,2.0,False,3.0,True,lounge ridiculously full auckland to melbourne selling lounge tickets at 30 business class lounge ridiculously full couldnt get a seat 16 mins to get a coffee no eye contact from staff i paid full business fair clearly corporate greed by selling star alliance or gold memberships and all the other memberships i fly business regularly with various airlines and this does not happen when i spoke to the lady on reception about this she actually agreed that its just to full and she was embarrassed no exclusivity open up a proper business lounge who ever decided on this policy for the money grab i would fire on the plane in the air perfect service on the ground is just poor form,Positive,Negative,Negative,2019,auckland,NZ,melbourne,AU,,False
2019-05-05,the service was terrible,1,,Couple Leisure,Premium Economy,Singapore to Auckland,April 2019,3.0,1.0,2.0,3.0,-1.0,2.0,False,4.0,True,the service was terrible we were regular customers of air new zealand my husband is in the top tier and i am in the second we flew just recently from auckland to singapore return on the way back the service was terrible the steward had a problem with us we really have no idea what it was he refused to serve us got his colleague to do it she was brusque and unfriendly as we disembarked the steward at the exit door saw us coming and deliberately turned his back seriously we were really confused anyway wrote to air new zealand about this abominable service and to date have not even had a response,Negative,Negative,Negative,2019,singapore,SG,auckland,NZ,,False
2019-05-04,absolutely sad and disappointed,4,,Couple Leisure,Economy Class,Auckland to Nelson,January 2019,1.0,1.0,3.0,1.0,1.0,1.0,False,2.0,True,absolutely sad and disappointed auckland to nelson very inconvenient and worst airline compared to jetstar jetstar had all flights departed and air new zealand all flights cancelled we came early morning 630 am and wait till 215 pm after so many delays we are absolutely sad and disappointed that no alternative was provided to us,Negative,Negative,Neutral,2019,auckland,NZ,nelson,NZ,,True
2019-04-30,always seem to run late,3,,Family Leisure,Economy Class,Auckland to Las Vegas via Los Angeles,April 2019,3.0,3.0,3.0,1.0,2.0,3.0,False,3.0,False,always seem to run late auckland to los angeles every flight i have taken with air new zealand this year has been delayed in this case i missed my connection to vegas due to late departure out of auckland which then led on to further delays on the ground at las vegas and had to rush around trying to get on a later flight i am ok with the services offered on the aircraft although they will never win any awards but they really need to improve their operating efficiency both domestic and international always seem to run late that is what people really want and need also please consider giving people the option to choose whether they view just a simple safety briefing or whether they want to endure the happy clappy briefing with a host of nz celebrities the latest is agony after the 2nd viewing maybe spend less on those and more on getting aircraft to run on time,Positive,Positive,Negative,2019,auckland,NZ,las vegas,US,Los Angeles,False
2019-04-26,What a poor airline,1,,Couple Leisure,Economy Class,Nadi to Perth via Auckland,April 2019,1.0,1.0,1.0,1.0,1.0,1.0,False,1.0,True,what a poor airline nadi to perth via auckland what a poor airline seriously book two people onto a flight and they seat us in two separate seats away from each other and for a 75 hour flight offer no food or entertainment service unless you pay extra they completely gouge customers would not recommend this airline at all,Negative,Negative,Negative,2019,nadi,FJ,perth,AU,Auckland,False
2019-04-10,Very basic service,3,,Couple Leisure,Economy Class,Auckland to Taupo,February 2019,2.0,3.0,2.0,1.0,-1.0,2.0,False,-1.0,True,very basic service auckland to taupo very basic service unfriendly staff at the airport poor boarding the plane was small people with lots of big bags during the short flight water was offered but the attendant was lacking any table or trolley just plastic cups and a bottle of water in consequence some water was poured out on the floor everything looked so basic,Negative,Negative,Negative,2019,auckland,NZ,taupo,NZ,,True
2019-04-03,Time to lift your game,2,Boeing 777-300 / A320,Solo Leisure,Economy Class,Napier to Brisbane via Auckland,March 2019,3.0,2.0,2.0,1.0,1.0,1.0,False,2.0,True,time to lift your game napier to brisbane via auckland poor effort air new zealand of the 4 flights involved in my napieraucklandbrisbane return flights the other day everyone of those flights were delayed in some form or another anything from 25 minutes to 115 minutes the delays generally occurred either travelling to the airport once at the airport andor waiting to board do you have any idea or care what this does for the stress levels for connecting flights when you think you have a 2 hour plus time between domestic and international and you end up running with bags in tow include in that returning to auckland and having to go through customs what an absolute disgrace and embarrassment that set up is for new visitors to the country over crowded lines that are taking 2530 minutes to get through to add to those stress levels i thought i might have got unlucky not so my wife and son travelled separately a day behind me all their 4 flights were also delayed time to lift your game air nz,Negative,Negative,Negative,2019,napier,NZ,brisbane,AU,Auckland,False
2019-03-30,worst experience ever,1,,Family Leisure,Economy Class,Auckland to Houston,March 2019,1.0,1.0,1.0,1.0,1.0,1.0,False,1.0,True,worst experience ever auckland to houston never again i consider myself an avid traveler we were kicked out of our prebooked seats and placed at the end of the aircraft we had precooked our seats as we had a horrible experience with our previous flight from sydney to auckland poor customer service and obnoxious staff the lack of care compassion or willingness of the staff to at least even try to help was surprising and to get away with such behavior is rather surprising and unbelievable we are avid travelers and have travelled around the world and wanted to trying air new zealand but will never fly with them again rude staff poor service and worst experience ever please save yourself the hassle and book with another airline,Negative,Negative,Negative,2019,auckland,NZ,houston,US,,False
2019-03-28,Never again,3,Boeing 787,Solo Leisure,Economy Class,Auckland to Hong Kong,March 2019,1.0,2.0,2.0,4.0,-1.0,2.0,False,2.0,True,never again this was a cathay codeshare on an air nz aircraft on a return trip from auckland to hong kong i got virtually no sleep on both sectors because the seats are so uncomfortable im tall 193cm but have found for instance sia economy on long haul flights over the last 10 years to be comfortable enough to get at least 5 hours sleep each time not so on air nz the economy seats on the air nz 787 are like planks of wood and in fact look like that if you lift up the arm rests i also couldnt quite stretch out my legs under the seat in front like in sia because the bottom of that seat is too low even having a spare seat beside me each time did little to improve matters never again,Negative,Positive,Negative,2019,auckland,NZ,hong kong,HK,,False
2019-03-21,get professional Air NZ,3,,Solo Leisure,Economy Class,Narita to Auckland,March 2019,1.0,1.0,1.0,2.0,1.0,3.0,False,2.0,True,get professional air nz time to pick your game up air nz i recently took air nz to japan and back the trip out was ok window seat was comfortable enough the trip back was a different matter centre aisle seat and very hard and uncomfortable unfriendly air hostesses who were abrupt and absolutely no help whatsoever i apparently tried to use the wrong bathroom and was told in no uncertain terms it wasnt for me and to use the other one this left me feeling like a 5yo who had just been told off by his mother no courtesy at all then the meal announcements which they announced wrong 4 times before getting it right and its pronounced ratatooy not ratatooly the nz accent was so bad i wanted to shrink into my seat a 14yo old school girl would sound better i was absolutely embarrassed then at 6am offering coffee service but when i ordered it which was as soon as it appeared on my screen i was informed the kitchen was closed are you kidding me what kitchen would that be its a coffee pot i realised then i had not seen one person served anything at all besides the meal get rid these lazy over paid idiots sack your trainer and start looking at other airlines to see what service is all about time to ditch the hokey kiwi manner and accent get professional air nz you are getting tired and self important and it is obvious i wont be flying international air nz after this awful experience,Negative,Negative,Negative,2019,narita,JP,auckland,NZ,,False
2019-03-20,shoddy management culture,2,,Solo Leisure,Economy Class,Kerikeri to Sydney via Auckland,March 2019,2.0,2.0,1.0,1.0,2.0,1.0,False,1.0,True,shoddy management culture we were having vehicle problems and arrived to a small country airport called kerikeri at 941am when the flight was 950am ordinarily my understanding was that we had to be at the airport 30 minutes before i paid for a full 23 kg baggage flight at kerikeri the attendant did not greet us she just said you cant take the bag youre too late just take 7 kgs i told her i was returning to australia her attitude was brash not helpful and she was not prepared to offer options for me after paying over 500 for the flight she even smiled when she said sorry the bag cant go in my mind the bag could of been taken thrown into the hold as people were still boarding the plane had not turned on the doors were still open kerikeri is a one horse airport that if the lights turned out there is nothing there it has a plane come in 2 x in a day so extra service can be afforded it is not like they are rushed off their feet but this attitude seeps through all of air new zealand who provide the same type of basic people in auckland domestic airport and i had the misfortune of this group in 5 may 2019 when no one helped to show me to my plane access didnt take my ticket just stood around and said nothing i even almost missed my flight to palmerston north because i couldnt understand the announcer who had a hick pacific island accent and could not pronounce flight boarding let alone palmerston north again in 18 march 2019 when the guy standing there and doing nothing throws a ticket at my 67 year old sister because she turned up 20 minutes before their domestic flight which is stated on their ticket he tells her that she should of been on the plane 20 minutes before throwing her ticket at her she is running down the gang way towards her plane and the other staff stand there taking no notice that she needed help air new zealand are shoddy backward group whose attitude on the ground has to come from an ingrained shoddy management culture and that should be changed i am a nzer who is ashamed that the nz government and nz tourist board would ever allow air new zealand to be the first experience to tourists of aotearoa new zealand because it is bad,Negative,Negative,Negative,2019,kerikeri,NZ,sydney,AU,Auckland,False
2019-03-17,horror flight with no dinner,2,,Solo Leisure,Economy Class,Napier to Aukland via Brisbane,March 2019,1.0,3.0,1.0,4.0,1.0,2.0,False,1.0,False,horror flight with no dinner having never flown with air new zealand i decided to take this flight rather than virgin as it meant collecting my suitcase in akl and booking thru to brisbane we waited 45 hrs in auckland without information as to why the 2 hour extra wait only to be told on board it was a catering issue other passengers had to connect with international airlines to europe and were desperate this was a brand new wonderful plane i was told there were 40 rows of the skinniest tightest most uncomfortable seats ive ever sat in my long life of long distant flying no food unless you were lucky enough to find and tick the food box on the booking form and pay for it id paid nearly 500 for this horror flight with no dinner we got in at 11 pm instead of 830pm never again will i fly with this airline ive flown with ryanair for 180 or less in more comfort,Positive,Negative,Negative,2019,napier,NZ,aukland,NZ,Brisbane,True
2019-03-11,don’t receive the airline points,1,,Couple Leisure,Economy Class,Vancouver to Sydney via Auckland,February 2019,4.0,3.0,3.0,3.0,-1.0,2.0,False,3.0,True,dont receive the airline points vancouver to sydney via auckland buyer beware this is more for when you buy a ticket and you dont receive the airline points for star alliance we purchased our tickets on line thru a company not air new zealand no one mentioned it was a discounted flight also we paid over 1300 per person which other companys were selling it for the same amount and we also upgraded to the sky couch for another 699 each way which no one told us this ticket does not qualify we expected to get our air points i questioned it and air new zealand said no way it was discountedand would not qualify then said thank you for the inquiry and see you soon air canada told me that air new zealand never honor and wished me lunch when i notified them do they think we will ever travel air new zealand again no way i travel to get points to travel again when you buy a ticket and have not been notified its a discounted ticket air new zealand should honor if they are a true air alliance partner,Positive,Negative,Negative,2019,vancouver,US,sydney,AU,Auckland,False
